"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"38013","Burke County, ND",".",".","11","2","0.08","0.072","17","5","1","67","11.2","92","14","."
"38015","Burleigh County, ND","2.5","0.9","36","5",".",".","4","2","0","37","8",".",".","."
"38017","Cass County, ND",".",".",".","4","0.08","0.07","3","2","1","39","12.2",".",".","."
"38025","Dunn County, ND",".",".","15","2","0.08","0.069","7","2","1","55","9.8","83","14","."
"38053","McKenzie County, ND",".",".","8","2","0.08","0.07","5","2","1","49","8.2",".",".","."
"38057","Mercer County, ND",".",".","17","3","0.08","0.068","19","4","1","53","9.7",".",".","."
"38065","Oliver County, ND",".",".","12","2","0.08","0.071","10","3","1","56","10",".",".","."
"38101","Ward County, ND",".",".","11","2","0.08","0.075","8","4","1","53","9.8",".",".","."
"38105","Williams County, ND",".",".",".",".",".",".","9","2","0",".",".",".",".","."
"39003","Allen County, OH",".",".",".",".","0.08","0.072","3","2","0","50","10.7",".",".","."
"39007","Ashtabula County, OH",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"39009","Athens County, OH",".",".",".",".",".",".",".",".",".","23","6.9",".",".","."
"39013","Belmont County, OH",".",".",".",".",".",".","5","3","0","24","8.7",".",".","."
"39017","Butler County, OH",".",".",".",".","0.09","0.071","21","8","1","37","12.4","111","32","."
"39023","Clark County, OH",".",".",".",".","0.08","0.069",".",".",".","34","10.9",".",".","."
"39025","Clermont County, OH",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"39027","Clinton County, OH",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"39029","Columbiana County, OH",".",".",".",".",".",".",".",".",".",".",".","47","15","0.02"
"39035","Cuyahoga County, OH","19.8","5.1","44","9","0.09","0.075","27","5","1","40","13.5","147","31","0.04"
"39041","Delaware County, OH",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"39049","Franklin County, OH","1.3","1.1","43","9","0.08","0.069","4","2","0","48","10.4",".",".","0"
"39051","Fulton County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0.01"
"39053","Gallia County, OH",".",".",".",".",".",".","52","19","1",".",".",".",".","."
"39055","Geauga County, OH",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"39057","Greene County, OH",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"39059","Guernsey County, OH",".",".",".",".",".",".","49","8","1",".",".",".",".","."
"39061","Hamilton County, OH","1.7","1.4","49","18","0.09","0.075","13","3","1","43","11.7","88","19","."
"39063","Hancock County, OH",".",".",".",".",".",".","18","6","2",".",".",".",".","."
"39081","Jefferson County, OH",".",".",".",".","0.08","0.069","22","6","1","40","10.8","207","21","."
"39083","Knox County, OH",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"39085","Lake County, OH",".",".",".",".","0.09","0.073","3","2","1","36","8.5",".",".","."
"39087","Lawrence County, OH",".",".",".",".","0.07","0.063","2","0","0","29","9.4","41","17","."
"39089","Licking County, OH",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"39093","Lorain County, OH",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"39095","Lucas County, OH",".",".",".",".","0.09","0.074","15","3","0","33","10.5",".",".","."
"39097","Madison County, OH",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"39099","Mahoning County, OH",".",".",".",".","0.08","0.068","10","8","1","47","10.6","162","20","."
"39101","Marion County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0.02"
"39103","Medina County, OH",".",".",".",".","0.08","0.072",".",".",".","34","9.6",".",".","."
"39109","Miami County, OH",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"39113","Montgomery County, OH",".",".",".",".","0.08","0.071",".",".",".","40","10.9","105","18","."
"39115","Morgan County, OH",".",".",".",".",".",".","24","7","1",".",".",".",".","."
"39121","Noble County, OH",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"39133","Portage County, OH",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"39135","Preble County, OH","1.2","1",".",".","0.08","0.068","5","2",".","42","10.1","136","17","."
"39145","Scioto County, OH",".",".",".",".",".",".","12","3","1","34","8.7","64","18","."
"39151","Stark County, OH",".",".",".",".","0.08","0.07",".",".",".","47","11.5",".",".","0.15"
"39153","Summit County, OH",".",".",".",".","0.08","0.071","8","3","0","32","9.5",".",".","."
"39155","Trumbull County, OH",".",".",".",".","0.08","0.068",".",".",".","50","10.6","56","13","."
"39165","Warren County, OH",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"39167","Washington County, OH",".",".",".",".","0.07","0.064","26","10","1",".",".",".",".","0"
"39173","Wood County, OH",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"40001","Adair County, OK","2","0.8",".",".","0.07","0.062",".",".",".",".",".","54","18","."
"40017","Canadian County, OK",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"40019","Carter County, OK",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"40027","Cleveland County, OK",".",".",".",".","0.09","0.072",".",".",".","21","10",".",".","."
"40031","Comanche County, OK",".",".",".",".","0.09","0.071",".",".",".","18","7.6",".",".","."
"40037","Creek County, OK",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"40043","Dewey County, OK",".",".",".",".","0.08","0.068",".",".",".","21","7.8",".",".","."
"40047","Garfield County, OK",".",".",".",".",".",".","37","6","0",".",".",".",".","."
"40067","Jefferson County, OK",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"40069","Johnston County, OK",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"40071","Kay County, OK",".",".",".",".",".",".","5","1","0","23","9.9",".",".","."
"40087","McClain County, OK",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"40097","Mayes County, OK",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"40105","Nowata County, OK",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"40109","Oklahoma County, OK","1.6","1.2","29","12","0.1","0.072","1","0","0","21","9.7","38","19","."
"40113","Osage County, OK",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"40115","Ottawa County, OK",".",".",".",".","0.08","0.071",".",".",".","26","10.3","112","25","0.05"
"40121","Pittsburg County, OK",".",".",".",".","0.08","0.072",".",".",".","19","8.7",".",".","."
"40123","Pontotoc County, OK",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"40135","Sequoyah County, OK",".",".",".",".","0.07","0.065",".",".",".","20","8.4",".",".","."
"40143","Tulsa County, OK","1.5","1","33","6","0.1","0.078","3","1","0","21","10.2","101","27","."
"41005","Clackamas County, OR",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"41009","Columbia County, OR",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"41013","Crook County, OR",".",".",".",".",".",".",".",".",".","49","8.6",".",".","."
"41025","Harney County, OR",".",".",".",".",".",".",".",".",".","27","9.6",".",".","."
"41029","Jackson County, OR",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"41033","Josephine County, OR",".",".",".",".",".",".",".",".",".","55","11.4",".",".","."
"41035","Klamath County, OR",".",".",".",".",".",".",".",".",".","34","9.9",".",".","."
"41037","Lake County, OR",".",".",".",".",".",".",".",".",".","24","6.7","46","13","."
"41039","Lane County, OR",".",".",".",".","0.07","0.06",".",".",".","46","10.1","118","14","."
"41047","Marion County, OR",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"41051","Multnomah County, OR","1.8","1.2",".","6","0.08","0.056",".",".",".","17","6.5","27","11","."
"41059","Umatilla County, OR",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"41067","Washington County, OR","1.4","1","29","9","0.07","0.056",".",".",".","19","6",".",".","."
"42001","Adams County, PA","1.1","0.8","12","3","0.08","0.07","3","2","0","38","11.2",".",".","."
"42003","Allegheny County, PA","7.7","3.4","38","9","0.08","0.07","65","17","3","127","14","168","22","."
"42005","Armstrong County, PA",".",".",".",".","0.08","0.071",".",".",".","29","9.2",".",".","."
"42007","Beaver County, PA",".",".","36","8","0.08","0.068","5","3","1","36","12.2",".",".","0"
"42011","Berks County, PA",".",".",".",".","0.09","0.074","3","1","0","30","10.4",".",".","."
"42013","Blair County, PA",".",".",".",".","0.07","0.068","5","2","0","30","9.6",".",".","."
"42015","Bradford County, PA",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"42017","Bucks County, PA",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"42021","Cambria County, PA","1.4","1.1","30","6","0.08","0.066","10","3","1","29","9.6",".",".","."
"42025","Carbon County, PA",".",".",".",".",".",".",".",".",".",".",".",".",".","0.18"
"42027","Centre County, PA",".",".","25","4","0.08","0.069","2","1","0","31","9.6",".",".","."
"42029","Chester County, PA",".",".",".",".","0.08","0.07",".",".",".","31","10.1",".",".","."
"42041","Cumberland County, PA",".",".",".",".",".",".",".",".",".","32","10.6",".",".","."
"42043","Dauphin County, PA",".",".",".",".","0.08","0.072",".",".",".","32","12",".",".","."
"42045","Delaware County, PA",".",".","39","9","0.09","0.074",".",".",".","26","9.6",".",".","0"
"42047","Elk County, PA",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"42049","Erie County, PA","1.5","0.7","32","5","0.08","0.068",".",".",".","35","9.1",".",".","."
"42051","Fayette County, PA",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"42055","Franklin County, PA",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"42059","Greene County, PA",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"42063","Indiana County, PA",".",".",".",".","0.07","0.07","23","4","1",".",".",".",".","."
"42069","Lackawanna County, PA","1.1","1","46","10","0.08","0.067","2","1","0","28","9.9","90","15","."
"42071","Lancaster County, PA",".",".",".",".","0.08","0.069",".",".",".","41","15.5",".",".","0.03"
"42073","Lawrence County, PA",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","0.01"
"42075","Lebanon County, PA",".",".",".",".","0.08","0.07",".",".",".","33","9.4",".",".","."
"42077","Lehigh County, PA",".",".",".",".","0.07","0.064",".",".",".","29","10",".",".","."
"42081","Lycoming County, PA",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"42085","Mercer County, PA",".",".",".",".","0.08","0.067",".",".",".","27","8.7",".",".","."
"42089","Monroe County, PA",".",".",".",".","0.09","0.066",".",".",".",".",".",".",".","."
"42091","Montgomery County, PA",".",".",".",".","0.08","0.066",".",".",".","28","10.1",".",".","."
"42095","Northampton County, PA",".",".",".","8","0.08","0.07","7","2","1","30","10.4",".",".","."
"42101","Philadelphia County, PA","1.7","1.4","48","15","0.09","0.072","5","3","1","36","13.9","174","22","."
"42111","Somerset County, PA",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"42117","Tioga County, PA",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"42123","Warren County, PA",".",".",".",".",".",".","41","12","1",".",".",".",".","."
"42125","Washington County, PA",".",".","33","7","0.08","0.069","13","3","1","37","11.3",".",".","."
"42129","Westmoreland County, PA",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","0"
"42133","York County, PA",".",".","40","9","0.08","0.068",".",".","1","37","11.3",".",".","."
"44003","Kent County, RI",".",".",".",".","0.08","0.066",".",".",".","22","5.9",".",".","."
"44007","Providence County, RI","1.8","1.6","35","13","0.08","0.066","2","1","0","24","8.2","29","11","."
"44009","Washington County, RI",".",".",".",".","0.09","0.075",".",".",".","29","6.3",".",".","."
"45003","Aiken County, SC",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"45007","Anderson County, SC",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"45015","Berkeley County, SC",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"45019","Charleston County, SC",".",".",".","7","0.07","0.056","6","2","0","22","9.1",".",".","."
"45025","Chesterfield County, SC",".",".",".",".","0.07","0.06",".",".",".","27","8.7",".",".","."
"45031","Darlington County, SC",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"45037","Edgefield County, SC",".",".",".",".","0.07","0.059","5","1","0","24","9.1",".",".","."
"45041","Florence County, SC",".",".",".",".",".",".",".",".",".","28","10",".",".","."
"45045","Greenville County, SC",".",".",".","7","0.08","0.067","2","1","0","25","10.5","60","18","."
"45051","Horry County, SC",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"45079","Richland County, SC","0.8","0.6","28","3","0.08","0.069","2","1","0","24","8.8",".",".","."
"45083","Spartanburg County, SC",".",".",".",".","0.08","0.07",".",".",".","27","10.7",".",".","."
"45091","York County, SC",".",".",".",".","0.08","0.069",".",".",".","22","8.5",".",".","."
"46011","Brookings County, SD",".",".",".",".","0.08","0.07",".",".",".","27","6.4","91","22","."
"46013","Brown County, SD",".",".",".",".",".",".",".",".",".","36","7","89","21","."
"46027","Clay County, SD",".",".",".",".","0.08","0.074",".",".",".","41","8.7",".",".","."
"46029","Codington County, SD",".",".",".",".","0.08","0.072",".",".",".","29","9.5","103","26","."
"46033","Custer County, SD",".",".",".",".","0.16","0.065",".",".",".",".",".","74","7","."
"46065","Hughes County, SD",".",".",".",".",".",".",".",".",".","32","5.1",".",".","."
"46071","Jackson County, SD",".",".",".",".","0.07","0.068",".",".",".","32","7.5","93","11","."
"46093","Meade County, SD",".",".",".",".","0.07","0.068",".",".",".",".",".","88","12","."
"46099","Minnehaha County, SD","0.7","0.5","40","5","0.09","0.082","1","1","0",".",".",".",".","."
"46103","Pennington County, SD",".",".","31","4",".",".","2","0","0","31","8.4","191","46","."
"47001","Anderson County, TN",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"47009","Blount County, TN","0.5","0.5",".","1","0.08","0.071",".",".",".","23","7.7",".",".","."
"47025","Claiborne County, TN",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"47037","Davidson County, TN","2.1","1.9","52","13","0.09","0.07","6","5","1","25","10.2","57","19","."
"47041","DeKalb County, TN",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"47045","Dyer County, TN",".",".",".",".",".",".",".",".",".","19","7.5",".",".","."
"47065","Hamilton County, TN",".",".",".",".","0.08","0.066",".",".",".","42","9.7",".",".","."
"47089","Jefferson County, TN",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"47093","Knox County, TN",".",".",".",".","0.07","0.063",".",".",".","44","10.3","68","18","0.06"
"47099","Lawrence County, TN",".",".",".",".",".",".",".",".",".","19","8.3",".",".","."
"47105","Loudon County, TN",".",".",".",".","0.08","0.067",".",".",".","20","7.1",".",".","."
"47107","McMinn County, TN",".",".",".",".",".",".",".",".",".","22","8.3",".",".","."
"47113","Madison County, TN",".",".",".",".",".",".",".",".",".","19","8.4",".",".","."
"47119","Maury County, TN",".",".",".",".",".",".",".",".",".","19","7.5",".",".","."
"47125","Montgomery County, TN",".",".",".",".",".",".",".",".",".","19","7.3",".",".","."
"47141","Putnam County, TN",".",".",".",".",".",".",".",".",".","21","7.7",".",".","."
"47145","Roane County, TN",".",".",".",".",".",".",".",".",".","19","7.4",".",".","."
"47155","Sevier County, TN",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"47157","Shelby County, TN","1.3","0.8","38","9","0.09","0.073","2","1","0","20","9.6","67","22","."
"47163","Sullivan County, TN",".",".",".",".","0.08","0.065","61","20","3","22","7.1",".",".","0.26"
"47165","Sumner County, TN",".",".",".",".","0.09","0.076",".",".",".","24","9",".",".","."
"47187","Williamson County, TN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"47189","Wilson County, TN",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"48013","Atascosa County, TX",".",".",".",".",".",".",".",".",".","26","9",".",".","."
"48027","Bell County, TX",".",".","23","2","0.09","0.076",".",".",".","22","7.7",".",".","."
"48029","Bexar County, TX","1.4","1","37","8","0.09","0.076","2","1","0","25","8.9",".",".","."
"48039","Brazoria County, TX",".",".","37","6","0.11","0.082","6","2","0",".",".",".",".","."
"48041","Brazos County, TX",".",".",".",".",".",".",".",".",".","20","8",".",".","."
"48043","Brewster County, TX",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"48061","Cameron County, TX",".",".",".",".","0.07","0.06",".",".",".","33","11.6",".",".","."
"48085","Collin County, TX",".",".",".",".","0.11","0.082",".",".",".",".",".",".",".","0.07"
"48113","Dallas County, TX","1.5","1.2","41","9","0.09","0.08","4","3","1","22","10.5","65","28","."
"48121","Denton County, TX",".",".",".","5","0.1","0.081",".",".",".","20","8.1",".",".","."
"48135","Ector County, TX",".",".",".",".",".",".",".",".",".","16","6.8",".",".","."
"48139","Ellis County, TX",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"48141","El Paso County, TX","4","2","57","15","0.09","0.074","6","2","0","23","8.6","114","52","."
"48161","Freestone County, TX",".",".",".",".",".",".","9","2","0",".",".",".",".","."
"48167","Galveston County, TX",".",".",".","3","0.09","0.081","13","4","0",".",".",".",".","."
"48183","Gregg County, TX",".",".","22","2","0.1","0.067","13","2","0",".",".",".",".","."
"48201","Harris County, TX","2.8","1.6","60","18","0.13","0.09","12","3","0","28","13.1","161","47","."
"48203","Harrison County, TX",".",".",".","2","0.08","0.065","10","3","0","18","8.7",".",".","."
"48221","Hood County, TX",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"48227","Howard County, TX",".",".",".",".",".",".","161","55","9",".",".",".",".","."
"48231","Hunt County, TX",".",".","24","4","0.08","0.069",".",".",".",".",".",".",".","."
"48233","Hutchinson County, TX",".",".",".",".",".",".","102","28","2",".",".",".",".","."
"48245","Jefferson County, TX",".",".","31","6","0.1","0.07","70","17","1","24","10.3",".",".","."
"48251","Johnson County, TX",".",".",".",".","0.08","0.075",".",".",".",".",".",".",".","."
"48255","Karnes County, TX",".",".","25","4",".",".",".",".",".",".",".",".",".","."
"48257","Kaufman County, TX",".",".",".","4","0.09","0.071","17","3","0","18","7.8",".",".","."
"48273","Kleberg County, TX",".",".",".",".",".",".",".",".",".","24","9.4",".",".","."
"48303","Lubbock County, TX",".",".",".",".",".",".",".",".",".","15","5.3",".",".","."
"48309","McLennan County, TX","1.1","0.5",".",".","0.08","0.076","5","1","0",".",".",".",".","."
"48323","Maverick County, TX",".",".",".",".",".",".",".",".",".","25","7.9",".",".","."
"48339","Montgomery County, TX",".",".","20","3","0.09","0.072",".",".",".","23","10.3",".",".","."
"48349","Navarro County, TX",".",".",".","3","0.08","0.064","185","41","2",".",".",".",".","."
"48355","Nueces County, TX",".",".",".",".","0.08","0.065","4","1","0","25","9.8","38","19","."
"48361","Orange County, TX",".",".","24","4","0.09","0.068",".",".",".","21","9",".",".","."
"48367","Parker County, TX",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"48373","Polk County, TX",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"48375","Potter County, TX",".",".",".",".",".",".","148","26","2","15","5.7",".",".","."
"48381","Randall County, TX",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"48395","Robertson County, TX",".",".",".",".",".",".","29","10","1",".",".",".",".","."
"48397","Rockwall County, TX",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"48401","Rusk County, TX",".",".",".",".",".",".","41","7","1",".",".",".",".","."
"48423","Smith County, TX",".",".","15","2","0.09","0.071",".",".",".",".",".",".",".","."
"48439","Tarrant County, TX","3.7","1.7","46","14","0.1","0.084",".",".",".","26","12.2",".",".","."
"48449","Titus County, TX",".",".",".",".",".",".","18","2","0",".",".",".",".","."
"48453","Travis County, TX","2.5","1.5",".","13","0.08","0.074",".",".",".","25","10.4",".",".","."
"48469","Victoria County, TX",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"48479","Webb County, TX","2.8","1.1",".",".","0.09","0.068",".",".",".","28","9.1","62","30","."
"48493","Wilson County, TX",".",".",".","4",".",".",".",".",".",".",".",".",".","."
"49003","Box Elder County, UT",".",".",".","1","0.07","0.057",".",".",".",".",".",".",".","."
"49005","Cache County, UT",".",".","37","5","0.11","0.067",".",".",".","98","8.7",".",".","."
"49007","Carbon County, UT",".",".",".","2","0.06","0.059",".",".",".","7","3.6",".",".","."
"49011","Davis County, UT",".",".","51","12","0.1","0.073",".",".",".","28","7.3","60","19","."
"49013","Duchesne County, UT",".",".","51","8","0.11","0.099",".",".",".","36","8.4","67","19","."
"49021","Iron County, UT",".",".","61","6","0.07","0.061",".",".",".","10","5",".",".","."
"49035","Salt Lake County, UT","2.1","1.4","57","16","0.09","0.076","5","2","1","46","9.5","103","23","."
"49037","San Juan County, UT",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"49045","Tooele County, UT",".",".","19","2","0.08","0.068",".",".",".","22","5.6",".",".","."
"49047","Uintah County, UT",".",".","38","5","0.12","0.098",".",".",".","25","6.6",".",".","."
"49049","Utah County, UT","1","0.8","39","8","0.08","0.066",".",".",".","21","7","76","19","."
"49053","Washington County, UT",".",".","29","4","0.07","0.064",".",".",".","9","4.3",".",".","."
"49057","Weber County, UT","1","0.7","44","9","0.09","0.07",".",".",".","22","6","47","16","."
"50003","Bennington County, VT",".",".",".",".","0.07","0.065",".",".",".","32","6.9",".",".","."
"50007","Chittenden County, VT","0.8","0.5",".",".","0.07","0.064","1","1","0","24","7.9","22","7","."
"50021","Rutland County, VT","1.7","0.9","30","5","0.07","0.063","1","1","0","23","7.7","34","13","."
"51003","Albemarle County, VA",".",".",".",".","0.07","0.065",".",".",".","35","8.9",".",".","."
"51013","Arlington County, VA","1.2","0.9","40","9","0.09","0.071",".",".",".","32","9.1",".",".","."
"51033","Caroline County, VA",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"51035","Carroll County, VA",".",".",".",".",".",".",".",".",".",".",".","44","11","."
"51036","Charles County, VA",".",".","27","4","0.07","0.06","3","1","0","27","7.9",".",".","."
"51041","Chesterfield County, VA",".",".",".",".","0.07","0.062",".",".",".","21","7.8",".",".","."
"51059","Fairfax County, VA","1.1","0.9","47","16","0.09","0.073","2","1","0","34","10.2",".",".","."
"51061","Fauquier County, VA",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"51069","Frederick County, VA",".",".",".",".","0.08","0.068",".",".",".","36","9.5","89","18","."
"51071","Giles County, VA",".",".",".",".","0.07","0.067","39","9","2",".",".",".",".","."
"51085","Hanover County, VA",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"51087","Henrico County, VA","1.4","1.1","30","6","0.08","0.067","2","1","0","29","9.2","65","16","."
"51107","Loudoun County, VA",".",".","32","5","0.08","0.067",".",".",".","27","8.2",".",".","."
"51113","Madison County, VA",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"51121","Montgomery County, VA",".",".",".",".",".",".",".",".",".",".",".",".",".","0"
"51147","Prince Edward County, VA",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"51153","Prince William County, VA",".",".","22","3","0.08","0.07",".",".",".",".",".",".",".","."
"51161","Roanoke County, VA","0.9","0.8","31","5","0.07","0.064","3","2","1","30","8.5",".",".","."
"51163","Rockbridge County, VA",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"51165","Rockingham County, VA",".",".","37","9","0.08","0.066","2","1","0","38","8.3",".",".","."
"51179","Stafford County, VA",".",".",".",".","0.09","0.066",".",".",".",".",".",".",".","."
"51197","Wythe County, VA",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"51520","Bristol City, VA",".",".",".",".",".",".",".",".",".","21","8.4",".",".","."
"51650","Hampton City, VA","0.9","0.8","22","3","0.08","0.066","3","2","1","29","8.8","62","15","."
"51670","Hopewell City, VA",".",".",".",".",".",".",".",".",".",".",".","24","9","."
"51680","Lynchburg City, VA",".",".",".",".",".",".",".",".",".","23","7.7",".",".","."
"51710","Norfolk City, VA","1.1","0.8","37","8",".",".","3","1","1",".",".","24","11","."
"51760","Richmond City, VA","1.6","1.3","47","13",".",".",".",".",".","28","9.4",".",".","."
"51775","Salem City, VA",".",".",".",".",".",".",".",".",".","22","8",".",".","."
"51800","Suffolk City, VA",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"51810","Virginia Beach City, VA",".",".",".",".",".",".",".",".",".","26","8.7","47","15","."
"53005","Benton County, WA",".",".",".",".","0.08","0.067",".",".",".",".",".","185","19","."
"53009","Clallam County, WA","0.4","0.4",".",".","0.06","0.05",".",".",".",".",".",".",".","."
"53011","Clark County, WA",".",".",".",".","0.08","0.062",".",".",".","25","6.4",".",".","."
"53013","Columbia County, WA",".",".",".",".","0.06","0.057",".",".",".",".",".",".",".","."
"53033","King County, WA","1.3","1","50","15","0.09","0.068","3","2","1","24","7.9",".",".","."
"53035","Kitsap County, WA",".",".",".",".",".",".",".",".",".","19","4.9",".",".","."
"53037","Kittitas County, WA",".",".",".",".",".",".",".",".",".","18","6.5",".",".","."
"53047","Okanogan County, WA",".",".",".",".",".",".",".",".",".","51","11.8",".",".","."
"53053","Pierce County, WA",".",".","37","13","0.07","0.057",".",".",".","29","7.3",".",".","."
"53057","Skagit County, WA",".",".",".",".","0.06","0.046","4","1","0","12","5.3",".",".","."
"53061","Snohomish County, WA",".",".",".",".",".",".",".",".",".","26","8.5",".",".","."
"53063","Spokane County, WA",".",".",".",".","0.07","0.062",".",".",".","25","7.7","189","16","."
"53065","Stevens County, WA",".",".",".",".",".",".",".",".",".","31","10.1","167","24","."
"53067","Thurston County, WA",".",".",".",".","0.07","0.055",".",".",".",".",".",".",".","."
"53071","Walla Walla County, WA",".",".",".",".",".",".",".",".",".",".",".","201","22","."
"53073","Whatcom County, WA",".",".",".",".","0.07","0.055","4","1","0","12","5",".",".","."
"53077","Yakima County, WA",".",".",".",".",".",".",".",".",".","26","9.5","168","20","."
"54003","Berkeley County, WV",".",".",".",".","0.08","0.071",".",".",".","32","10.3",".",".","."
"54009","Brooke County, WV",".",".",".",".",".",".","31","9","2","25","8.8","197","19","."
"54011","Cabell County, WV",".",".",".",".","0.08","0.063",".",".",".","53","9.5",".",".","."
"54025","Greenbrier County, WV",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"54029","Hancock County, WV",".",".",".",".","0.08","0.071","16","4","1","25","8.5","74","17","."
"54033","Harrison County, WV",".",".",".",".",".",".",".",".",".","23","8.4",".",".","."
"54039","Kanawha County, WV","1.3","0.9",".",".","0.07","0.06","5","2","0","25","8.8",".",".","."
"54049","Marion County, WV",".",".",".",".",".",".",".",".",".","25","8.3",".",".","."
"54051","Marshall County, WV",".",".",".",".",".",".","7","2","1","33","11.7",".",".","."
"54053","Mason County, WV",".",".",".",".",".",".","36","5","1",".",".",".",".","."
"54061","Monongalia County, WV",".",".",".",".","0.07","0.066","10","2","0","26","8.3",".",".","."
"54069","Ohio County, WV",".",".",".",".","0.09","0.07",".",".",".","25","8.9",".",".","."
"54093","Tucker County, WV",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"54107","Wood County, WV",".",".",".",".","0.08","0.069","28","9","2","27","8.9",".",".","."
"55003","Ashland County, WI",".",".",".",".","0.07","0.063",".",".",".","28","7.1",".",".","."
