System Name,Depth of Well (ft),Static Water Level (ft),Active,Water Year
CLEVELAND MDWCA,150.0,7.0,-1,2014
HI MESA WATER SYSTEM,547.0,405.0,-1,2015
CDS RAINMAKERS UTIL LLC  RANCHO RUIDOSO,115.0,25.0,-1,2005
CDS RAINMAKERS UTIL LLC  RANCHO RUIDOSO,905.0,750.0,-1,2008
CDS RAINMAKERS UTIL LLC  RANCHO RUIDOSO,300.0,80.0,-1,2010
CDS RAINMAKERS UTIL LLC  RANCHO RUIDOSO,940.0,500.0,-1,2000
LONGHORN ESTATES WATER SYSTEM,400.0,350.0,-1,2007
MILAN COMMUNITY WATER SYSTEM,214.0,70.0,-1,2019
MILAN COMMUNITY WATER SYSTEM,185.0,64.0,-1,2004
MILAN COMMUNITY WATER SYSTEM,165.0,110.0,-1,2014
EL PORVENIR CHRISTIAN CAMP,402.0,112.0,-1,2020
PERALTA METHODIST CHURCH,465.0,15.0,-1,2021
NORTH RANCHOS DE PLACITAS W&SD,605.0,260.0,-1,2001
NORTH RANCHOS DE PLACITAS W&SD,802.0,256.0,-1,2003
NORTH RANCHOS DE PLACITAS W&SD,850.0,380.0,-1,2006
REGINA MDWCA,1250.0,900.0,-1,2000
MONTESSA PARK,450.0,239.0,-1,2020
SAN ANTONIO DE CLEVELAND MDWCA,110.0,21.0,-1,2018
EUNICE WATER SUPPLY SYSTEM,175.0,40.0,-1,2009
EUNICE WATER SUPPLY SYSTEM,180.0,40.0,-1,2010
EUNICE WATER SUPPLY SYSTEM,142.0,30.0,-1,2018
EUNICE WATER SUPPLY SYSTEM,132.0,25.0,-1,2013
EUNICE WATER SUPPLY SYSTEM,201.0,42.0,-1,2001
EUNICE WATER SUPPLY SYSTEM,192.0,50.0,-1,2002
SANTA BARBARA CAMPGROUND USFS CARSON,170.0,45.0,-1,2003
RANCHITOS DE GALISTEO WUA,102.0,15.0,-1,2010
RANCHITOS DE GALISTEO WUA,96.0,15.0,-1,2008
MUNICIPAL RECREATION COMPLEX,890.0,240.0,-1,2005
MUNICIPAL RECREATION COMPLEX,700.0,260.0,-1,2013
LA CUEVA BUSINESS OWNERS ASSOCIATION,120.0,15.0,-1,2000
UPPER HOLMAN MDWCA,245.0,110.0,-1,2006
UPPER HOLMAN MDWCA,345.0,25.0,-1,2003
TIERRA WEST ESTATES MHP,1250.0,780.0,-1,2023
DURANES Y GAVILAN MDWCA,340.0,110.0,-1,2005
AGUIRRE SPRINGS-BLM,150.0,96.0,-1,2006
D & S TRAILER RANCH,740.0,80.0,-1,2000
ARTESIA RURAL WATER COOPERATIVE,907.0,123.0,-1,2007
ARTESIA RURAL WATER COOPERATIVE,826.0,126.0,-1,2004
EL RITO REGIONAL WATER & WASTE WATER ASN,32.4,24.0,-1,2008
VILLAGE PIZZA,242.0,25.0,-1,2011
BERNALILLO WATER SYSTEM,660.0,238.0,-1,2002
BERNALILLO WATER SYSTEM,970.0,123.0,-1,2023
GUADALUPE ADMIN. SITE - LINCOLN - USFS,850.0,600.0,-1,2005
UPPER RANCHITOS MDWCASW,150.0,5.0,-1,2000
GHOST RANCH CONFERENCE CENTER,220.0,185.0,-1,2002
GHOST RANCH CONFERENCE CENTER,250.0,190.0,-1,2022
SIERRA BLANCA REGIONAL AIRPORT,1021.0,500.0,-1,2019
RUSSELLS ENDEE TRUCK AND TRAVEL CTR 2,310.0,230.0,-1,2010
RUSSELLS ENDEE TRUCK AND TRAVEL CTR 2,383.0,230.0,-1,2020
C AND J RESTAURANT,120.0,6.0,-1,2021
RIVER RANCH RV PARK,117.0,7.0,-1,2000
VISTA DEL REY ESTATES MDWCA,512.0,393.0,-1,2019
HACIENDA DEL SOL #2,219.0,120.0,-1,2005
GREEN ACRES MOBILE HOME VILLAGE,197.0,12.0,-1,2014
TAOS MUNICIPAL WATER SYSTEM,300.0,15.4,-1,2017
TAOS MUNICIPAL WATER SYSTEM,250.0,16.0,-1,2008
TAOS MUNICIPAL WATER SYSTEM,400.0,54.0,-1,2006
EL MALPAIS NATIONAL MONUMENT,300.0,106.0,-1,2017
CORRALES ELEMENTARY SCHOOL,580.0,30.0,-1,2009
TRIPLE J MHP,180.0,80.0,-1,2012
GENERATIONS OF LEARNING,300.0,95.0,-1,2005
SAN MARCOS RESTAURANT,180.0,55.0,-1,2001
ALLSUPS 137,218.0,6.0,-1,2009
FORT SELDON REST AREA-STATE HWY DEPT.,400.0,287.0,-1,2010
VIETNAM VETERANS MEMORIAL,300.0,132.0,-1,2019
HIGH ROLLS COMMUNITY WATER USERS COOP,80.0,65.0,-1,2021
PHILMONT SCOUT RANCH - RICH CABINS OC,660.0,4.0,-1,2008
TRUTH OR CONSEQUENCES,420.0,80.0,-1,2012
TRUTH OR CONSEQUENCES,511.0,80.0,-1,2001
TRUTH OR CONSEQUENCES,600.0,80.0,-1,2002
TRUTH OR CONSEQUENCES,600.0,80.0,-1,2019
LITTLE EARTH SCHOOL,480.0,210.0,-1,2021
CAPULIN MDWCA,260.0,150.0,-1,2008
CARLSBAD CAVERNS NATIONAL PARK,117.0,7.0,-1,2023
VETERANS ADMINISTRATION HCS NEW MEXICO,1010.0,481.0,-1,2020
PHILMONT SCOUT RANCH - URACCA OUTCAMP,118.0,58.0,-1,2019
JEMEZ VALLEY PUBLIC SCHOOLS,130.0,60.0,-1,2014
PIE TOWN MDWCA,360.0,49.0,-1,2007
YAH TA HEY W & SD,2125.0,787.0,-1,2009
EILEEN ACRES,310.0,220.0,-1,2005
EILEEN ACRES,310.0,196.0,-1,2020
OTIS MDWCA,198.0,149.0,-1,2002
OTIS MDWCA,198.0,149.0,-1,2011
OTIS MDWCA,202.0,137.0,-1,2014
OTIS MDWCA,210.0,149.0,-1,2007
NATIONAL SOLAR OBSERVATORY,340.0,270.0,-1,2015
NATIONAL SOLAR OBSERVATORY,266.0,210.0,-1,2018
MEADOW LAKE WATER SYSTEM,160.0,82.0,-1,2009
MEADOW LAKE WATER SYSTEM,380.0,92.0,-1,2006
POLK MIDDLE SCHOOL,205.0,11.0,-1,2008
FREEPORT MCMORAN CHINO MINES,777.0,88.0,-1,2016
FREEPORT MCMORAN CHINO MINES,365.0,131.8,-1,2016
FREEPORT MCMORAN CHINO MINES,405.0,134.3,-1,2001
FREEPORT MCMORAN CHINO MINES,632.0,330.0,-1,2010
FREEPORT MCMORAN CHINO MINES,920.0,280.0,-1,2005
FREEPORT MCMORAN CHINO MINES,500.0,60.0,-1,2004
FREEPORT MCMORAN CHINO MINES,418.0,146.0,-1,2020
FREEPORT MCMORAN CHINO MINES,223.0,11.0,-1,2010
FREEPORT MCMORAN CHINO MINES,255.0,66.0,-1,2009
FREEPORT MCMORAN CHINO MINES,223.0,62.0,-1,2023
FREEPORT MCMORAN CHINO MINES,600.0,182.3,-1,2017
FREEPORT MCMORAN CHINO MINES,580.0,174.5,-1,2022
FREEPORT MCMORAN CHINO MINES,400.0,44.0,-1,2016
FREEPORT MCMORAN CHINO MINES,800.0,80.5,-1,2012
FREEPORT MCMORAN CHINO MINES,881.0,126.7,-1,2022
FREEPORT MCMORAN CHINO MINES,655.0,142.0,-1,2007
FREEPORT MCMORAN CHINO MINES,800.0,327.0,-1,2020
CAMP BLUE HAVEN,121.0,21.0,-1,2023
CEBOLLA MDWCA,2610.0,639.0,-1,2023
SANTA FE SKI BASIN,160.0,60.0,-1,2020
TYRONE MDWCA,702.0,475.0,-1,2006
CANON MDWCA,28.0,7.7,-1,2013
MAYHILL MDWCA,80.0,25.0,-1,2014
MOUNTAIN HIGH RV PARK,300.0,185.0,-1,2017
TAOS VALLEY RV PARK,160.0,60.0,-1,2008
CROCKETT CANYON RV,300.0,50.0,-1,2008
FLOYD WS VILLAGE OF,116.0,85.0,-1,2018
FLOYD WS VILLAGE OF,143.0,94.0,-1,2016
CORONA WATER SYSTEM,922.0,610.0,-1,2017
CORONA WATER SYSTEM,940.0,605.0,-1,2019
TRINITY MOBILE HOME PARK,240.0,8.0,-1,2023
ALMA STORE AND GRILL,90.0,65.0,-1,2007
KIRTLAND AIR FORCE BASE,900.0,467.0,-1,2000
KIRTLAND AIR FORCE BASE,1000.0,479.0,-1,2016
KIRTLAND AIR FORCE BASE,1000.0,439.0,-1,2021
KIRTLAND AIR FORCE BASE,1450.0,478.0,-1,2003
KIRTLAND AIR FORCE BASE,1600.0,495.0,-1,2014
KIRTLAND AIR FORCE BASE,1250.0,520.0,-1,2014
DUNGAN MDWCA,226.0,65.0,-1,2022
STAGECOACH RV RANCH,395.0,197.0,-1,2004
DESERT VISTA RV VILLAGE,201.0,63.0,-1,2019
DESERT VISTA RV VILLAGE,200.0,85.0,-1,2003
WESTERN TERRACE,210.0,75.0,-1,2020
RIO DE ARENAS,165.0,36.0,-1,2008
RIO DE ARENAS,340.0,32.0,-1,2001
ROSA JOINT VENTURES WATER SYSTEM,200.0,40.0,-1,2021
ROSA JOINT VENTURES WATER SYSTEM,300.0,40.0,-1,2020
LA CIENEGA MDWCA,300.0,107.0,-1,2004
CORKINS LODGE,289.0,40.0,-1,2023
HOMESTEAD VILLAGE,615.0,440.0,-1,2001
LA MADERA MDWCA,25.0,18.0,-1,2011
ANASAZI TRAILS WATER CO-OP,720.0,390.0,-1,2014
DCP MIDSTREAM  LINAM PLANT,177.0,48.0,-1,2004
DCP MIDSTREAM  LINAM PLANT,182.0,62.0,-1,2022
DCP MIDSTREAM  LINAM PLANT,200.0,168.0,-1,2013
LOWER COLONIAS MDWCA,200.0,100.0,-1,2015
LAKE ROBERTS CAMPGROUND - GILA - USFS,55.0,17.0,-1,2010
"GREEN RIDGE MDWCA, INC.",700.0,354.0,-1,2007
ELENA GALLEGOS PICNIC AREA,95.0,28.0,-1,2010
JUNIPER HILLS RANCH,201.0,153.0,-1,2010
ILFELD MDWCA,520.0,367.0,-1,2009
ILFELD MDWCA,427.0,358.0,-1,2004
COTTONWOOD WATER MDWCA,900.0,170.0,-1,2011
ENCHANTED MESA MOBILE HOME PARK,140.0,115.0,-1,2007
ENCHANTED MESA MOBILE HOME PARK,145.0,120.0,-1,2010
LA LUZ MDWCA,640.0,485.0,-1,2003
LA LUZ MDWCA,640.0,502.0,-1,2002
LA LUZ MDWCA,710.0,398.0,-1,2007
LA LUZ MDWCA,900.0,532.0,-1,2010
VIGILS TRAILER PARK,120.0,92.0,-1,2014
LAS PLACITAS PRESBYTERIAN CHURCH,232.0,40.0,-1,2003
WILD AND WOOLEY TRAILER RANCH,310.0,150.0,-1,2009
CAPULIN RV PARK,94.0,54.0,-1,2001
LA CUEVA MDWCA,150.0,20.0,-1,2007
LOMA ESCONDIDA WATER ASSOCIATION,250.0,50.0,-1,2008
SOUTH FORK CAMPGROUND LINCOLN  USFS,100.0,10.0,-1,2007
HIDDEN VALLEY RANCH,600.0,180.0,-1,2000
ANTHONY COUNTRY CLUB,220.0,20.0,-1,2001
QUEMADO MUTUAL WATER & SWA,339.0,23.0,-1,2015
QUEMADO MUTUAL WATER & SWA,209.0,26.0,-1,2003
GRENVILLE WATER SYSTEM,300.0,225.0,-1,2009
RATTLESNAKE DRAW REST AREA,1000.0,600.0,-1,2009
MAEZ WATER SOURCES & DRILLING,190.0,6.0,-1,2021
SENA MDWCA,160.0,28.0,-1,2014
TAOS COUNTY ECONOMIC DEVELOPMENT CENTER,150.0,36.0,-1,2008
SOLACITO MDWCA,300.0,180.0,-1,2007
ANTHONY W&SD,400.0,86.0,-1,2022
ANTHONY W&SD,500.0,57.0,-1,2003
GRANTS DOMESTIC WATER SYSTEM,300.0,60.0,-1,2000
GRANTS DOMESTIC WATER SYSTEM,388.0,166.0,-1,2013
UPPER DES MONTES MDWCA,385.0,360.0,-1,2014
ENTRANOSA WATER ASSOCIATION,447.0,250.0,-1,2018
ENTRANOSA WATER ASSOCIATION,1080.0,258.0,-1,2012
ENTRANOSA WATER ASSOCIATION,510.0,337.0,-1,2017
ENTRANOSA WATER ASSOCIATION,800.0,380.0,-1,2012
ENTRANOSA WATER ASSOCIATION,800.0,365.0,-1,2018
ENTRANOSA WATER ASSOCIATION,340.0,200.0,-1,2010
ENTRANOSA WATER ASSOCIATION,381.0,185.0,-1,2020
ENTRANOSA WATER ASSOCIATION,410.0,216.0,-1,2022
ST WILLIAMS MOBILE HOME PARK,860.0,240.0,-1,2011
HEIGHTS WATER USERS ASSOCIATION,100.0,10.0,-1,2001
HEIGHTS WATER USERS ASSOCIATION,60.0,6.0,-1,2006
VILLAGE MOBILE HOME PARK,350.0,285.0,-1,2000
VILLAGE MOBILE HOME PARK,410.0,283.0,-1,2023
TINNIES SILVER DOLLAR RESTAURANT,125.0,70.0,-1,2018
EL VADITO DE LOS CERRILLOS WATER ASSOC,45.0,6.0,-1,2000
GILA VISITOR CENTER-NPS GICL,97.0,6.0,-1,2004
FLORA VISTA MUTUAL DOMESTIC,23.0,11.0,-1,2013
FLORA VISTA MUTUAL DOMESTIC,23.0,5.0,-1,2012
FLORA VISTA MUTUAL DOMESTIC,23.0,10.0,-1,2007
TRAMPAS MDWCA,108.0,21.0,-1,2018
TRAMPAS MDWCA,215.0,5.0,-1,2001
ESCONDIDA LAKE,90.0,10.0,-1,2020
ASI LA MAR TRAILER PARK,369.0,303.0,-1,2023
ASI LA MAR TRAILER PARK,376.0,301.0,-1,2016
AMIZETTE INN,50.0,26.0,-1,2001
CORREO WATER ASSOCIATION,130.0,91.0,-1,2000
CORREO WATER ASSOCIATION,115.0,94.0,-1,2002
GARFIELD MDWCA,200.0,105.0,-1,2015
GARFIELD MDWCA,206.0,110.0,-1,2013
GARFIELD MDWCA,220.0,104.0,-1,2004
GARFIELD MDWCA,210.0,138.0,-1,2016
GLENWOOD ADMINISTRATIVE SITE - USFS,200.0,155.0,-1,2012
RIO RANCHO WATER & WW SERVICES,751.0,312.0,-1,2014
RIO RANCHO WATER & WW SERVICES,823.0,374.0,-1,2005
RIO RANCHO WATER & WW SERVICES,1197.0,740.0,-1,2021
RIO RANCHO WATER & WW SERVICES,1540.0,1080.0,-1,2009
RIO RANCHO WATER & WW SERVICES,1487.0,183.0,-1,2012
RIO RANCHO WATER & WW SERVICES,2010.0,600.0,-1,2001
RIO RANCHO WATER & WW SERVICES,1320.0,650.0,-1,2022
RIO RANCHO WATER & WW SERVICES,1730.0,359.0,-1,2002
RIO RANCHO WATER & WW SERVICES,2092.0,780.0,-1,2009
RIO RANCHO WATER & WW SERVICES,1970.0,380.0,-1,2005
RIO RANCHO WATER & WW SERVICES,2495.0,364.8,-1,2017
RIO RANCHO WATER & WW SERVICES,1492.0,656.0,-1,2020
RIO RANCHO WATER & WW SERVICES,2987.0,144.0,-1,2017
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,523.0,342.0,-1,2001
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,1100.0,446.0,-1,2004
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,900.0,398.0,-1,2010
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,903.0,409.0,-1,2001
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,842.0,462.0,-1,2010
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,735.0,370.0,-1,2018
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,810.0,266.0,-1,2000
WHITE SANDS MISSILE RANGE (MAIN POST)-FF,720.0,348.0,-1,2009
FORT UNION NATIONAL MONUMENT USNPS,315.0,80.0,-1,2020
OJO CALIENTE MINERAL SPRINGS,60.0,20.0,-1,2016
OJO CALIENTE MINERAL SPRINGS,65.0,20.0,-1,2022
GLENRIO HIGHWAY REST AREA,280.0,220.0,-1,2017
GLENRIO HIGHWAY REST AREA,300.0,172.0,-1,2005
AGUA FRIA WATER ASSOCIATION,385.0,107.31,-1,2007
QUESTA WATER SYSTEM,300.0,167.0,-1,2020
ALBUQUERQUE WATER SYSTEM,996.0,395.0,-1,2007
ALBUQUERQUE WATER SYSTEM,996.0,457.0,-1,2018
ALBUQUERQUE WATER SYSTEM,1300.0,731.0,-1,2018
ALBUQUERQUE WATER SYSTEM,1680.0,324.0,-1,2016
ALBUQUERQUE WATER SYSTEM,1350.0,568.0,-1,2009
ALBUQUERQUE WATER SYSTEM,1114.0,890.0,-1,2001
ALBUQUERQUE WATER SYSTEM,1670.0,656.0,-1,2008
ALBUQUERQUE WATER SYSTEM,1704.0,676.0,-1,2009
ALBUQUERQUE WATER SYSTEM,1096.0,627.0,-1,2012
ALBUQUERQUE WATER SYSTEM,1260.0,552.0,-1,2020
ALBUQUERQUE WATER SYSTEM,1284.0,538.0,-1,2011
ALBUQUERQUE WATER SYSTEM,1240.0,150.0,-1,2021
ALBUQUERQUE WATER SYSTEM,1521.0,665.0,-1,2005
ALBUQUERQUE WATER SYSTEM,1485.0,594.0,-1,2009
ALBUQUERQUE WATER SYSTEM,1455.0,456.0,-1,2018
ALBUQUERQUE WATER SYSTEM,1581.0,733.0,-1,2002
ALBUQUERQUE WATER SYSTEM,804.0,34.0,-1,2004
ALBUQUERQUE WATER SYSTEM,814.0,40.0,-1,2006
ALBUQUERQUE WATER SYSTEM,802.0,25.0,-1,2000
ALBUQUERQUE WATER SYSTEM,916.0,21.0,-1,2019
ALBUQUERQUE WATER SYSTEM,804.0,46.0,-1,2007
ALBUQUERQUE WATER SYSTEM,996.0,427.0,-1,2010
ALBUQUERQUE WATER SYSTEM,1260.0,606.0,-1,2022
ALBUQUERQUE WATER SYSTEM,1448.0,531.0,-1,2001
ALBUQUERQUE WATER SYSTEM,1424.0,506.0,-1,2023
ALBUQUERQUE WATER SYSTEM,1470.0,514.0,-1,2003
ALBUQUERQUE WATER SYSTEM,1553.0,499.0,-1,2001
ALBUQUERQUE WATER SYSTEM,1551.0,545.0,-1,2010
ALBUQUERQUE WATER SYSTEM,1515.0,472.0,-1,2014
ALBUQUERQUE WATER SYSTEM,987.0,221.0,-1,2020
ALBUQUERQUE WATER SYSTEM,1170.0,423.0,-1,2023
ALBUQUERQUE WATER SYSTEM,1400.0,363.0,-1,2006
ALBUQUERQUE WATER SYSTEM,970.0,174.0,-1,2017
ALBUQUERQUE WATER SYSTEM,1115.0,165.0,-1,2006
ALBUQUERQUE WATER SYSTEM,1688.0,613.0,-1,2002
ALBUQUERQUE WATER SYSTEM,1020.0,236.0,-1,2013
ALBUQUERQUE WATER SYSTEM,1295.0,47.0,-1,2015
ALBUQUERQUE WATER SYSTEM,544.0,22.0,-1,2004
ALBUQUERQUE WATER SYSTEM,804.0,22.0,-1,2001
ALBUQUERQUE WATER SYSTEM,500.0,29.0,-1,2007
ALBUQUERQUE WATER SYSTEM,1312.0,475.0,-1,2007
ALBUQUERQUE WATER SYSTEM,994.0,353.0,-1,2012
ALBUQUERQUE WATER SYSTEM,1056.0,474.0,-1,2003
ALBUQUERQUE WATER SYSTEM,1020.0,403.0,-1,2002
ALBUQUERQUE WATER SYSTEM,1020.0,405.0,-1,2004
ALBUQUERQUE WATER SYSTEM,1056.0,460.0,-1,2012
ALBUQUERQUE WATER SYSTEM,1095.0,504.0,-1,2011
ALBUQUERQUE WATER SYSTEM,1555.0,625.0,-1,2017
"EPCOR WATER NEW MEXICO INC., EDGEWOOD",400.0,246.0,-1,2013
"EPCOR WATER NEW MEXICO INC., EDGEWOOD",309.0,182.0,-1,2001
"EPCOR WATER NEW MEXICO INC., EDGEWOOD",290.0,177.0,-1,2019
"EPCOR WATER NEW MEXICO INC., EDGEWOOD",705.0,210.0,-1,2010
MAGDALENA VILLAGE OF,185.0,27.0,-1,2006
MAGDALENA VILLAGE OF,340.0,196.0,-1,2006
MAGDALENA VILLAGE OF,156.0,100.0,-1,2010
SAN ANTONIO MDWCA,177.0,130.0,-1,2005
HIGH COUNTRY LODGE,330.0,60.0,-1,2003
SOUTHWEST CHEESE,295.0,305.0,-1,2021
SOUTHWEST CHEESE,302.0,298.0,-1,2001
SOUTHWEST CHEESE,298.0,299.0,-1,2019
SOUTHWEST CHEESE,314.0,312.0,-1,2022
SOUTHWEST CHEESE,312.0,313.0,-1,2005
SOUTHWEST CHEESE,275.0,286.0,-1,2021
WILLARD VILLAGE OF,240.0,95.0,-1,2015
EAGLE ROCK VILLAGE,250.0,138.0,-1,2009
INTREPID POTASH  WEST,197.0,65.0,-1,2006
INTREPID POTASH  WEST,194.0,54.0,-1,2022
INTREPID POTASH  WEST,157.0,80.0,-1,2004
INTREPID POTASH  WEST,163.0,94.0,-1,2011
INTREPID POTASH  WEST,204.0,65.0,-1,2003
INTREPID POTASH  WEST,216.0,105.0,-1,2010
INTREPID POTASH  WEST,215.0,105.0,-1,2014
INTREPID POTASH  WEST,220.0,99.0,-1,2021
INTREPID POTASH  WEST,230.0,81.0,-1,2014
SUMMER WIND MOBILE HOME PARK,435.0,19.0,-1,2019
SUMMER WIND MOBILE HOME PARK,420.0,19.0,-1,2001
CIDER MILL FARMS MDWCA,72.0,35.0,-1,2008
SANDIA SPEEDWAY,1360.0,1000.0,-1,2012
LAKE ROBERTS WATER USERS ASSOCIATION,100.0,8.0,-1,2002
EL RANCHO SENIOR CITIZENS CENTER,200.0,30.0,-1,2014
"WESTERN REFINING SW, GALLUP REFINERY",1030.0,243.0,-1,2015
DONA ANA MDWCA,600.0,120.0,-1,2019
DONA ANA MDWCA,600.0,132.6,-1,2018
DONA ANA MDWCA,716.0,10.0,-1,2008
DONA ANA MDWCA,403.0,56.0,-1,2021
DONA ANA MDWCA,92.0,20.0,-1,2002
DONA ANA MDWCA,110.0,15.0,-1,2000
DONA ANA MDWCA,150.0,65.0,-1,2005
BERRENDO COOPERATIVE WUA,400.0,136.0,-1,2014
CLOUD COUNTRY ESTATES WUA,652.0,515.0,-1,2002
HAGERMAN WATER SYSTEM,1021.0,200.0,-1,2023
RIO DEL ORO WATER SYSTEM,600.0,195.0,-1,2010
RIO DEL ORO WATER SYSTEM,710.0,235.0,-1,2015
TESUQUE MDWCA,140.0,16.0,-1,2017
LOVES TRAVEL STOP,1169.0,815.0,-1,2018
SEEPING SPRINGS CAMPGROUND,27.0,10.0,-1,2004
SEEPING SPRINGS CAMPGROUND,80.0,6.0,-1,2023
RIO GRANDE GORGE REST AREA,709.0,420.0,-1,2006
SANGRE DE CRISTO REGIONAL MDWCA,425.0,368.0,-1,2020
SANGRE DE CRISTO REGIONAL MDWCA,425.0,380.0,-1,2015
SANGRE DE CRISTO REGIONAL MDWCA,450.0,371.0,-1,2019
GABALDON MDWCA,300.0,20.0,-1,2000
FORT CRAIG REST AREA  WEST SIDE,292.0,200.0,-1,2006
LEPRINO FOODS,408.0,75.0,-1,2017
LEPRINO FOODS,460.0,75.0,-1,2017
FOREST MEADOW BAPTIST CHURCH,260.0,36.0,-1,2014
PUEBLO LOS CERROS,300.0,60.0,-1,2004
BUREAU OF RECLAMATION,110.0,22.0,-1,2016
BUREAU OF RECLAMATION,119.0,22.0,-1,2003
EPCOR WATER NEW MEXICO INC  CLOVIS,375.0,321.0,-1,2003
EPCOR WATER NEW MEXICO INC  CLOVIS,361.0,321.0,-1,2014
EPCOR WATER NEW MEXICO INC  CLOVIS,351.0,312.5,-1,2013
EPCOR WATER NEW MEXICO INC  CLOVIS,372.0,318.0,-1,2003
EPCOR WATER NEW MEXICO INC  CLOVIS,373.0,325.0,-1,2022
EPCOR WATER NEW MEXICO INC  CLOVIS,350.0,302.0,-1,2009
EPCOR WATER NEW MEXICO INC  CLOVIS,415.0,324.5,-1,2013
EPCOR WATER NEW MEXICO INC  CLOVIS,387.0,309.0,-1,2014
EPCOR WATER NEW MEXICO INC  CLOVIS,393.0,315.5,-1,2017
EPCOR WATER NEW MEXICO INC  CLOVIS,384.0,321.0,-1,2016
EPCOR WATER NEW MEXICO INC  CLOVIS,351.0,272.0,-1,2014
EPCOR WATER NEW MEXICO INC  CLOVIS,351.0,300.0,-1,2023
EPCOR WATER NEW MEXICO INC  CLOVIS,380.0,324.0,-1,2019
EPCOR WATER NEW MEXICO INC  CLOVIS,356.0,297.0,-1,2011
EPCOR WATER NEW MEXICO INC  CLOVIS,368.0,330.0,-1,2016
EPCOR WATER NEW MEXICO INC  CLOVIS,355.0,330.0,-1,2012
EPCOR WATER NEW MEXICO INC  CLOVIS,345.0,320.0,-1,2017
EPCOR WATER NEW MEXICO INC  CLOVIS,395.0,345.0,-1,2001
EPCOR WATER NEW MEXICO INC  CLOVIS,375.0,350.5,-1,2001
EPCOR WATER NEW MEXICO INC  CLOVIS,391.0,348.0,-1,2020
EPCOR WATER NEW MEXICO INC  CLOVIS,406.0,344.0,-1,2002
EPCOR WATER NEW MEXICO INC  CLOVIS,410.0,354.0,-1,2001
EPCOR WATER NEW MEXICO INC  CLOVIS,416.0,344.0,-1,2023
EPCOR WATER NEW MEXICO INC  CLOVIS,423.0,365.5,-1,2011
EPCOR WATER NEW MEXICO INC  CLOVIS,353.0,324.5,-1,2011
EPCOR WATER NEW MEXICO INC  CLOVIS,415.0,367.0,-1,2021
EPCOR WATER NEW MEXICO INC  CLOVIS,385.0,345.0,-1,2016
EPCOR WATER NEW MEXICO INC  CLOVIS,365.0,328.0,-1,2008
EPCOR WATER NEW MEXICO INC  CLOVIS,383.0,323.5,-1,2011
EPCOR WATER NEW MEXICO INC  CLOVIS,424.0,358.0,-1,2023
EPCOR WATER NEW MEXICO INC  CLOVIS,397.0,346.0,-1,2000
EPCOR WATER NEW MEXICO INC  CLOVIS,372.0,336.0,-1,2008
EPCOR WATER NEW MEXICO INC  CLOVIS,373.0,342.0,-1,2002
EPCOR WATER NEW MEXICO INC  CLOVIS,374.0,344.0,-1,2000
EPCOR WATER NEW MEXICO INC  CLOVIS,372.0,318.0,-1,2016
EPCOR WATER NEW MEXICO INC  CLOVIS,364.0,329.0,-1,2009
EPCOR WATER NEW MEXICO INC  CLOVIS,405.0,365.0,-1,2023
EPCOR WATER NEW MEXICO INC  CLOVIS,354.0,309.5,-1,2012
EPCOR WATER NEW MEXICO INC  CLOVIS,382.0,312.0,-1,2013
EPCOR WATER NEW MEXICO INC  CLOVIS,343.0,304.5,-1,2002
EPCOR WATER NEW MEXICO INC  CLOVIS,345.0,319.0,-1,2018
EPCOR WATER NEW MEXICO INC  CLOVIS,353.0,312.0,-1,2002
EPCOR WATER NEW MEXICO INC  CLOVIS,298.0,266.0,-1,2012
EPCOR WATER NEW MEXICO INC  CLOVIS,298.0,265.0,-1,2010
EPCOR WATER NEW MEXICO INC  CLOVIS,275.0,258.0,-1,2018
EPCOR WATER NEW MEXICO INC  CLOVIS,318.0,280.0,-1,2019
EPCOR WATER NEW MEXICO INC  CLOVIS,326.0,287.0,-1,2001
EPCOR WATER NEW MEXICO INC  CLOVIS,330.0,274.0,-1,2004
EPCOR WATER NEW MEXICO INC  CLOVIS,389.0,323.5,-1,2006
EPCOR WATER NEW MEXICO INC  CLOVIS,405.0,341.0,-1,2012
EPCOR WATER NEW MEXICO INC  CLOVIS,260.0,243.0,-1,2016
EPCOR WATER NEW MEXICO INC  CLOVIS,277.0,244.0,-1,2012
EPCOR WATER NEW MEXICO INC  CLOVIS,357.0,297.0,-1,2009
EPCOR WATER NEW MEXICO INC  CLOVIS,386.0,300.0,-1,2017
EPCOR WATER NEW MEXICO INC  CLOVIS,310.0,278.0,-1,2017
EPCOR WATER NEW MEXICO INC  CLOVIS,390.0,314.0,-1,2006
EPCOR WATER NEW MEXICO INC  CLOVIS,380.0,320.0,-1,2002
EPCOR WATER NEW MEXICO INC  CLOVIS,371.0,320.0,-1,2010
EPCOR WATER NEW MEXICO INC  CLOVIS,392.0,327.0,-1,2004
EPCOR WATER NEW MEXICO INC  CLOVIS,384.0,320.0,-1,2014
EPCOR WATER NEW MEXICO INC  CLOVIS,400.0,317.0,-1,2006
EPCOR WATER NEW MEXICO INC  CLOVIS,385.0,335.0,-1,2023
